"","year","date","unit","id","suffix","z","type","geo","collected","integrity","articulation","nsp bone","nsp tooth","nsp total","skeletal element","skeletal part","bone portion","voorhies group","BM category","bone shape (cube,tube,flat)","bone structure (dense,trabecular)","description","class","order","family","genus","species","taxon","stratified.surface","length","carnivore_gnawing","refit","remarks","reference_id.if_from_plaster_jacket.","totalstation_comment"
"276","2015","6/29/2015","D18","101",0,"-3.966","Bone","4","yes","complete","articulated","1",NA,"1","metapode",NA,NA,NA,NA,NA,NA,"metatarsal, articulated with ID: 102, 103","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"metatarsale, cervid, articulated with ID: 102, 103"
"277","2015","6/29/2015","D18","102",0,"-3.996","Bone","4","yes","complete","articulated","7",NA,"7","tarsal, phalanx",NA,NA,NA,NA,NA,NA,"astragalus, cuboscaphoid, first phalanx, second and third phalanges (x2), articulated with ID: 101, 103","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"astragalus, cervid, articulated with ID: 101, 103"
"278","2015","6/29/2015","D18","103",0,"-3.992","Bone","4","yes","fragment","articulated","1",NA,"1","tibia","appendicular",NA,NA,NA,NA,NA,"tibia, articulated with ID 101, 102","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"tibia, cervid, articulated with ID 101, 102"
"279","2015","6/29/2015","D18","104",0,"-4.161","Bone","4","yes","complete","?articulated","3",NA,"3","tibiotarsus, tarsometatarsus",NA,NA,NA,NA,NA,NA,"tibiotarsus, tarsometatarsus","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"280","2015","6/29/2015","D18","106",1,"-4.131","Bone","4","yes","fragment","articulated","1",NA,"1","tibia","appendicular","distal",NA,NA,NA,NA,"tibia sin, distal frag.","Mammalia","Artiodactyla","Cervidae","indet. (large-sized)",NA,"Cervidae indet. (large-sized)","stratified",NA,NA,NA,NA,NA,"metapodium"
"281","2015","6/29/2015","D18","106",0,"-4.131","Bone","4","yes","complete","articulated","5",NA,"5","tarsal",NA,NA,NA,NA,NA,NA,"astragalus, calcaneus, cuboscaphoideum and tarsals (all sin)","Mammalia","Artiodactyla","Cervidae","indet. (large-sized)",NA,"Cervidae indet. (large-sized)","stratified",NA,NA,NA,NA,NA,"metapodium"
"282","2015","6/29/2015","D18","107",0,"-4.234","Bone","4","yes","fragment","articulated","2",NA,"2","humerus, ulna","appendicular","distal/proximal",NA,NA,NA,NA,"humerus distal frag., ulna proximal frag. (both sin)","Mammalia","Artiodactyla","Cervidae","indet.",NA,"Cervidae indet.","stratified",NA,NA,NA,NA,NA,"distal part humerus"
"283","2015","6/29/2015","D18","108",0,NA,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II",NA,NA,NA,"os malleolare","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,"found in plaster-jacket","?","malleolare, artiodactylus, manually entered"
"284","2015","6/24/2015","D18","109",0,NA,"Bone","4","yes","complete","isolated","1",NA,"1","carpal/tarsal","appendicular",NA,"I/II",NA,NA,NA,"carpal/tarsal","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,"found in plaster-jacket","?","carpal/tarsal, manually entered"
"285","2015","6/29/2015","D18","110",0,NA,"Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II","BM3",NA,NA,"first phalanx","Mammalia","Artiodactyla","Cervidae","indet.",NA,"Cervidae indet.","stratified",NA,NA,NA,"found in plaster-jacket","?","first phalanx, cervidae, manually entered"
"286","2015","6/24/2015","D18","111",0,NA,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II",NA,NA,NA,"os malleolare","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,"found in plaster-jacket","?","malleolare, artiodactylus, manually entered"
"287","2015","6/29/2015","D18","112",0,NA,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II",NA,NA,NA,"cuboscaphoid","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,"found in plaster-jacket","?","cuboscaphoid, artiodactylus, manually entered"
"288","2015","6/29/2015","D18","113",0,NA,"Bone","4","yes","fragment","isolated","1",NA,"1","metapode","appendicular","proximal",NA,NA,NA,NA,"metatarsal, proximal frag.","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,"found in plaster-jacket","?","metatarsale, proximal part, artiodactylus, manually entered"
"289","2015","6/22/2015","D18","114",0,"-3.5","Bone","4","yes","fragment","isolated","1",NA,"1","mandible","cranial","fragment",NA,NA,NA,NA,"mandible frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,"found in plaster-jacket","?","mandibula, fragment, manually entered, elevation not exact"
"290","2015","6/26/2015","D18","115",0,"-4.12","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II","BM3",NA,NA,"first phalanx","Mammalia","Artiodactyla","Cervidae","indet.",NA,"Cervidae indet.","stratified",NA,NA,NA,"found in plaster-jacket","?","first phalanx, cervidae, manually entered, elevation not exact"
"291","2015","6/29/2015","D18","116",0,"-3.5","Bone","4","yes","fragment","isolated","1",NA,"1","cranium","cranial","fragment",NA,NA,NA,NA,"cranium frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,"found in plaster-jacket","?","cranium, fragment, manually entered, elevation not exact"
"292","2015","6/29/2015","D18","117",0,"-4.12","Bone","4","yes","fragment","isolated","2",NA,"2","tibia","appendicular","distal",NA,NA,NA,NA,"tibia distal frag., os malleolare","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,"found in plaster-jacket","?","tibia, distal part, malleolare, artiodactylus, manually entered, elevation not exact"
"293","2015","6/19/2015","D18","12",0,"-3.509","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"P2 dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"equus"
"294","2015","6/22/2015","D18","14",0,"-3.483","Bone","4","yes","fragment","isolated","1",NA,"1","pelvis","axial","fragment",NA,NA,NA,NA,"pelvis frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"horn, possibly fit to ID 13"
"295","2015","6/22/2015","D18","15",0,"-3.5","Bone/Tooth","4","yes","fragment","articulated","1","10","11","maxilla","cranial","fragment","II/III","BM4",NA,NA,"maxilla with P3-M3 dex and sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"maxilla, bison"
"296","2015","6/22/2015","D18","17",0,"-3.505","Bone/Tooth","4","yes","fragment","articulated","1","6","7","mandible","cranial","fragment","II/III","BM4",NA,NA,"mandible frag. sin with p2-m3","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"mandibula, equus"
"297","2015","6/22/2015","D18","20",0,"-3.538","Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frag.","Mammalia","Perissodactyla","Rhinocerotidae","Stephanorhinus","sp.","Stephanorhinus sp.","stratified",NA,NA,NA,NA,NA,"bovid"
"298","2015","6/22/2015","D18","23",0,"-3.628","Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"juvenile upper premolar frag.","Mammalia","Perissodactyla","Rhinocerotidae","Stephanorhinus","sp.","Stephanorhinus sp.","stratified",NA,NA,NA,NA,NA,"rhino"
"299","2015","6/22/2015","D18","24",0,"-3.57","Bone/Tooth","4","yes","fragment","articulated","1","4","5","mandible","cranial","fragment",NA,NA,NA,NA,"juvenile mandible frag.","Mammalia","Perissodactyla","Rhinocerotidae","Stephanorhinus","sp.","Stephanorhinus sp.","stratified",NA,NA,NA,NA,NA,"mandibula, juvenile rhino"
"300","2015","6/23/2015","D18","27",0,"-3.746","Bone","4","yes","fragment","isolated","1",NA,"1","metapode","appendicular","proximal",NA,NA,NA,NA,"metacarpal, proximal frag.","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"proximal metacarpale"
"301","2015","6/16/2015","D18","3",0,"-3.563","Tooth","4","yes","complete","articulated",NA,"6","6","teeth","cranial",NA,"II/III",NA,NA,NA,"P2-M3 dex","Mammalia","Artiodactyla","Bovidae","Pontoceros","ambiguus","Pontoceros ambiguus","stratified",NA,NA,NA,NA,NA,"maxilla, bovid"
"302","2015","6/23/2015","D18","30",0,"-3.986","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"third phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"third phalanx"
"303","2015","6/23/2015","D18","31",0,"-4.028","Bone","4","yes","fragment","isolated","1",NA,"1","ulna",NA,"distal",NA,NA,NA,NA,"ulna, distal frag.","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"304","2015","6/23/2015","D18","32",0,"-4.037","Bone","4","yes","fragment","isolated","1",NA,"1","phalanx","appendicular","fragment",NA,NA,NA,NA,"first phalanx frag.","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"first phalanx, possibly bovid"
"305","2015","6/23/2015","D18","33",0,"-4.04","Bone","4","yes","complete","isolated","1",NA,"1","carpometacarpus",NA,NA,NA,NA,NA,NA,"carpometacarpus","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"306","2015","6/24/2015","D18","34",0,"-4.036","Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II","BM3",NA,NA,"calcaneus sin","Mammalia","Artiodactyla","Cervidae","indet.",NA,"Cervidae indet.","stratified",NA,NA,NA,NA,NA,"calcaneus, cervid"
"307","2015","6/24/2015","D18","35",0,"-4.049","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"third phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"third phalanx, artiodactyle"
"308","2015","6/24/2015","D18","36",0,"-4.043","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"third phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"third phalanx, artiodactyle"
"309","2015","6/24/2015","D18","37",0,"-4.063","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"second phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"third phalanx, cervid"
"310","2015","6/24/2015","D18","38",0,"-4.031","Bone","4","yes","complete","isolated","1",NA,"1","carpal/tarsal","appendicular",NA,"I/II",NA,NA,NA,"carpal/tarsal","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"carpal, cervid"
"311","2015","6/24/2015","D18","39",0,"-3.969","Bone","4","yes","fragment","articulated","3",NA,"3","humerus, radius, ulna","appendicular","distal/proximal",NA,NA,NA,NA,"humerus distal frag., radius, ulna proximal frag. (all sin)","Mammalia","Artiodactyla","Cervidae","indet. (large-sized)",NA,"Cervidae indet. (large-sized)","stratified",NA,NA,NA,NA,NA,"distal part of humerus with radius"
"312","2015","6/16/2015","D18","4",0,"-3.562","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"m3","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,NA
"313","2015","6/25/2015","D18","42",0,"-4.017","Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"metacarpale, bison"
"314","2015","6/25/2015","D18","44",0,"-4.031","Bone","4","yes","fragment","isolated","1",NA,"1","ulna",NA,"distal",NA,NA,NA,NA,"ulna, distal frag.","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"315","2015","6/25/2015","D18","45",0,"-3.99","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"third phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"third phalanx"
"316","2015","6/25/2015","D18","46",0,"-4.017","Bone","4","yes","fragment","isolated","1",NA,"1","coracoid",NA,"proximal",NA,NA,NA,NA,"coracoid proximal part","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"317","2015","6/25/2015","D18","47",0,"-4.037","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"second phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"second phalanx"
"318","2015","6/25/2015","D18","48",0,"-4.058","Bone","4","yes","complete","articulated","1",NA,"1","femur","appendicular",NA,NA,NA,NA,NA,"femur sin, articulated with ID: 50, 51, 52, 53, 54, 55, 56","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"femur, cervid, articulated with ID: 50, 51, 52, 53, 54, 55, 56"
"319","2015","6/25/2015","D18","50",0,"-4.074","Bone","4","yes","complete","articulated","1",NA,"1","tibia",NA,NA,NA,NA,NA,NA,"tibia sin, articulated with ID: 48, 51, 52, 53, 54, 55, 56","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"tibia, cervid, articulated with ID: 48, 51, 52, 53, 54, 55, 56"
"320","2015","6/25/2015","D18","51",0,"-4.078","Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"astragalus sin, articulates with ID: 48, 50, 52, 53, 54, 55, 56","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"astragalus, cervid, articulated with ID: 48, 50, 52, 53, 54, 55, 56"
"321","2015","6/25/2015","D18","52",0,"-4.083","Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"calcaneus sin, articulates with ID: 48, 50, 51, 53, 54, 55, 56","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"calcaneus, cervid, articulated with ID: 48, 50, 51, 53, 54, 55, 56"
"322","2015","6/25/2015","D18","53",0,"-4.082","Bone","4","yes","complete","articulated","6",NA,"6","tarsal, sesamoid",NA,NA,NA,NA,NA,NA,"cuboscaphoid, tarsals and sesamoids sin, articulated with ID: 48, 50, 51, 52, 54, 55, 56","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"cuboideum-scaphoideum, cervid, articulated with ID: 48, 50, 51, 52, 54, 55, 56"
"323","2015","6/25/2015","D18","54",0,"-4.087","Bone","4","yes","complete","articulated","1",NA,"1","metapode",NA,NA,NA,NA,NA,NA,"metatarsal sin, articulated with ID: 48, 50, 51, 52, 53, 55, 56","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"metatarsale, cervid, articulated with ID: 48, 50, 51, 52, 53, 55, 56"
"324","2015","6/25/2015","D18","55",0,"-4.093","Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"first phalanx, articulated with ID: 48, 50, 51, 52, 53, 54, 56","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"first phalanx, cervid, articulated with ID: 48, 50, 51, 52, 53, 54, 56"
"325","2015","6/25/2015","D18","56",0,"-4.127","Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"second phalanx, articulated with ID: 48, 50, 51, 52, 53, 54, 55","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"second phalanx, cervid, articulated with ID: 48, 50, 51, 52, 53, 54, 55"
"326","2015","6/25/2015","D18","57",0,"-4.062","Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II",NA,NA,NA,"metatarsal","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"metatarsale, carnivore"
"327","2015","6/25/2015","D18","59",0,"-4.036","Bone","4","yes","complete","articulated","6",NA,"6","vertebra","axial",NA,NA,NA,NA,NA,"six vertebrae","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"six vertebrae articulated (two vertebrae in plaster jacket)"
"328","2015","6/26/2015","D18","61",0,"-4.142","Bone","4","yes","fragment","isolated","1",NA,"1","metapode","appendicular","shaft",NA,NA,NA,NA,"metapode diaphysis frag.","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"metapodium"
"329","2015","6/26/2015","D18","65",0,"-4.122","Bone","4","yes","complete","articulated","9",NA,"9","vertebra","axial",NA,NA,NA,NA,NA,"vertebras","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"vertebra"
"330","2015","6/26/2015","D18","66",0,"-4.111","Bone","4","yes","complete","isolated","1",NA,"1","pelvis","axial",NA,"II",NA,NA,NA,"pelvis","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"vertebra"
"331","2015","6/26/2015","D18","62",0,"-4.069","Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"os malleolare sin, articulated with ID: 64, 67, 68, 69, 70, 71, 72, 73, 74, 75","Mammalia","Artiodactyla","Bovidae","Leptobos","sp.","Leptobos sp.","stratified",NA,NA,NA,NA,NA,"tarsale, cervid, articulated with ID: 64, 67, 68, 69, 70, 71, 72, 73, 74, 75"
"332","2015","6/26/2015","D18","64",0,"-4.085","Bone","4","yes","complete","articulated","1",NA,"1","tibia","appendicular",NA,NA,NA,NA,NA,"tibia sin, articulated with ID: 62, 67, 68, 69, 70, 71, 72, 73, 74, 75","Mammalia","Artiodactyla","Bovidae","Leptobos","sp.","Leptobos sp.","stratified",NA,NA,NA,NA,NA,"tibia, cervid, articulated with ID: 62, 67, 68, 69, 70, 71, 72, 73, 74, 75"
"333","2015","6/26/2015","D18","67",0,"-4.097","Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"first phalanx, articulated with ID: 62, 64, 68, 69, 70, 71, 72, 73, 74, 75","Mammalia","Artiodactyla","Bovidae","Leptobos","sp.","Leptobos sp.","stratified",NA,NA,NA,NA,NA,"first phalanx, cervid, articulated with ID: 62, 64, 68, 69, 70, 71, 72, 73, 74, 75"
"334","2015","6/26/2015","D18","68",0,"-4.098","Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"second phalanx, articulated with ID: 62, 64, 67, 69, 70, 71, 72, 73, 74, 75","Mammalia","Artiodactyla","Bovidae","Leptobos","sp.","Leptobos sp.","stratified",NA,NA,NA,NA,NA,"second phalanx, cervid, articulated with ID: 62, 64, 67, 69, 70, 71, 72, 73, 74, 75"
"335","2015","6/26/2015","D18","69",0,"-4.103","Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"third phalanx, articulated with ID: 62, 64, 67, 68, 70, 71, 72, 73, 74, 75","Mammalia","Artiodactyla","Bovidae","Leptobos","sp.","Leptobos sp.","stratified",NA,NA,NA,NA,NA,"third phalanx, cervid, articulated with ID: 62, 64, 67, 68, 70, 71, 72, 73, 74, 75"
"336","2015","6/26/2015","D18","70",0,"-4.094","Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"calcaneus sin, articulates with ID: 62, 64, 67, 68, 69, 71, 72, 73, 74, 75","Mammalia","Artiodactyla","Bovidae","Leptobos","sp.","Leptobos sp.","stratified",NA,NA,NA,NA,NA,"calcaneus, cervid, articulated with ID: 62, 64, 67, 68, 69, 71, 72, 73, 74, 75"
"337","2015","6/26/2015","D18","71",0,"-4.091","Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"astragalus sin, articulates with ID: 62, 64, 67, 68, 69, 70, 72, 73, 74, 75","Mammalia","Artiodactyla","Bovidae","Leptobos","sp.","Leptobos sp.","stratified",NA,NA,NA,NA,NA,"astragalus, cervid, articulated with ID: 62, 64, 67, 68, 69, 70, 72, 73, 74, 75"
"338","2015","6/26/2015","D18","72",0,"-4.089","Bone","4","yes","complete","articulated","2",NA,"2","tarsal",NA,NA,NA,NA,NA,NA,"cuboscaphoid and mesocuneiform sin, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 73, 74, 75","Mammalia","Artiodactyla","Bovidae","Leptobos","sp.","Leptobos sp.","stratified",NA,NA,NA,NA,NA,"tarsale (several bones), cervid, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 73, 74, 75"
"339","2015","6/26/2015","D18","73",0,"-4.119","Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"first phalanx, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 72, 74, 75","Mammalia","Artiodactyla","Bovidae","Leptobos","sp.","Leptobos sp.","stratified",NA,NA,NA,NA,NA,"first phalanx, cervid, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 72, 74, 75"
"340","2015","6/26/2015","D18","74",0,"-4.118","Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"second phalanx, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 72, 73, 75","Mammalia","Artiodactyla","Bovidae","Leptobos","sp.","Leptobos sp.","stratified",NA,NA,NA,NA,NA,"second phalanx, cervid, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 72, 73, 75"
"341","2015","6/26/2015","D18","75",0,"-4.105","Bone","4","yes","complete","articulated","3",NA,"3","metapode",NA,NA,NA,NA,NA,NA,"metatarsal sin, 2 sesamoids, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 72, 73, 74","Mammalia","Artiodactyla","Bovidae","Leptobos","sp.","Leptobos sp.","stratified",NA,NA,NA,NA,NA,"metatarsale, cervid, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 72, 73, 74"
"342","2015","6/25/2015","D18","49",0,"-4.104","Bone","4","yes","complete","articulated","1",NA,"1","phalanx","appendicular",NA,NA,NA,NA,NA,"third phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"third phalanx, equus, articulated with ID: 76.77.78"
"343","2015","6/26/2015","D18","76",0,"-4.112","Bone","4","yes","complete","articulated","9",NA,"9","carpal, metapode",NA,NA,NA,NA,NA,NA,"metacarpal, lateral metacarpal, carpals, articulated with ID: 49, 77, 78","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"metapodium, equus, articulated with ID: 49, 77, 78"
"344","2015","6/26/2015","D18","77",0,"-4.108","Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"first phalanx, articulated with ID: 49, 76, 78.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"first phalanx, equus, articulated with ID: 49, 76, 78."
"345","2015","6/26/2015","D18","78",0,"-4.107","Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"second phalanx, articulated with ID: 49, 76, 77","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"second phalanx, equus, articulated with ID: 49, 76, 77"
"346","2015","6/26/2015","D18","79",0,"-4.037","Bone","4","yes","complete","isolated","1",NA,"1","humerus",NA,NA,NA,NA,NA,NA,"humerus","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"347","2015","6/17/2015","D18","8",0,"-3.539","Bone","4","yes","fragment","isolated","1",NA,"1","humerus","appendicular","distal",NA,NA,NA,NA,"humerus, distal frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"distal part of humerus"
"348","2015","6/26/2015","D18","82",0,"-4.094","Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,NA,NA,NA,NA,"metacarpal (juvenile)","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"metapocium, bovid"
"349","2015","6/26/2015","D18","81",0,"-4.134","Bone","4","yes","complete","articulated","1",NA,"1","tarsal","appendicular",NA,NA,NA,NA,NA,"calcaneus sin (articulates with ID: 83, 84)","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"calcaneus, cervid, articulated with ID: 83,84"
"350","2015","6/26/2015","D18","83",0,"-4.125","Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"astragalus sin, articulates with ID 81, 84","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"astragalus, cervid, articulated with ID 81, 84"
"351","2015","6/26/2015","D18","84",0,"-4.142","Bone","4","yes","fragment","articulated","2",NA,"2","tibia, tarsal",NA,NA,NA,NA,NA,NA,"tibia sin and os malleolare, articulated with ID: 81, 83","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"tibia, cervid, articulated with ID: 81, 83"
"352","2015","6/26/2015","D18","87",0,"-4.177","Bone","4","yes","complete","?articulated","2",NA,"2","ulna and carpometacarpal frag.",NA,NA,NA,NA,NA,NA,"ulna and carpometacarpal frag.","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"353","2015","6/29/2015","D18","89",0,"-4.128","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"second phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"second phalanx, artiodactyla"
"354","2015","6/29/2015","D18","90",0,"-4.123","Bone","4","yes","complete","articulated","2",NA,"2","humerus","appendicular",NA,NA,NA,NA,NA,"humerus, associated with ID: 91, 92","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"humerus, carnivor, articulated with ID: 91, 92"
"355","2015","6/29/2015","D18","91",0,"-4.131","Bone","4","yes","complete","articulated","2",NA,"2","radius, ulna",NA,NA,NA,NA,NA,NA,"radius with ulna, associated with ID: 90, 92","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"radius mit ulna, articulated with ID: 90"
"356","2015","6/29/2015","D18","92",0,"-4.122","Bone","4","yes","complete","articulated","1",NA,"1","radius",NA,NA,NA,NA,NA,NA,"radius, associated with ID: 90, 91","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"radius with ulna"
