"","unit","id","suffix","prism","x","y","z","type","geo","spit","exc","plunge","bearing","length","max_width","thickness","collected","comment","date","time"
"309","D18",65,0,0.12,3.18,18.59,-4.122,"Bone","4","3","AG",NA,"NA","NA","NA","NA","yes","vertebra","6/26/2015","10:23:40 AM"
"310","D18",66,0,0.11,3.153,18.568,-4.111,"Bone","4","3","AG",NA,"NA","NA","NA","NA","yes","vertebra","6/26/2015","10:24:50 AM"
"311","D18",67,0,0.05,3.161,18.384,-4.097,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","first phalanx, cervid, articulated with ID: 62, 64, 68, 69, 70, 71, 72, 73, 74, 75","6/26/2015","11:14:12 AM"
"312","D18",68,0,0.0500000007,3.12,18.404,-4.098,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","second phalanx, cervid, articulated with ID: 62, 64, 67, 69, 70, 71, 72, 73, 74, 75","6/26/2015","11:15:40 AM"
"313","D18",69,0,0.0500000007,3.075,18.388,-4.103,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","third phalanx, cervid, articulated with ID: 62, 64, 67, 68, 70, 71, 72, 73, 74, 75","6/26/2015","11:16:41 AM"
"314","D18",70,0,0.18,3.314,18.069,-4.094,"Bone","4","3","GK","0","78","NA","NA","NA","yes","calcaneus, cervid, articulated with ID: 62, 64, 67, 68, 69, 71, 72, 73, 74, 75","6/26/2015","11:42:36 AM"
"315","D18",71,0,0.17,3.317,18.118,-4.091,"Bone","4","3","GK",NA,"NA","NA","NA","NA","yes","astragalus, cervid, articulated with ID: 62, 64, 67, 68, 69, 70, 72, 73, 74, 75","6/26/2015","11:44:06 AM"
"316","D18",72,0,0.1,3.283,18.135,-4.089,"Bone","4","3","GK",NA,"NA","NA","NA","NA","yes","tarsale (several bones), cervid, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 73, 74, 75","6/26/2015","11:44:55 AM"
"317","D18",73,0,0.07,3.159,18.381,-4.119,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","first phalanx, cervid, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 72, 74, 75","6/26/2015","12:08:43 PM"
"318","D18",74,0,0.06,3.112,18.388,-4.118,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","second phalanx, cervid, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 72, 73, 75","6/26/2015","12:10:09 PM"
"319","D18",75,0,0.08,3.24,18.263,-4.105,"Bone","4","3","Prof.GK","0","78","NA","NA","NA","yes","metatarsale, cervid, articulated with ID: 62, 64, 67, 68, 69, 70, 71, 72, 73, 74","6/26/2015","12:11:06 PM"
"320","D18",76,0,0.01,3.064,18.254,-4.112,"Bone","4","3","Prof.GK","8 W","109","NA","NA","NA","yes","metapodium, equus, articulated with ID: 49, 77, 78","6/26/2015","12:12:14 PM"
"321","D18",77,0,0.0099999998,3.07,18.089,-4.108,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","first phalanx, equus, articulated with ID: 49, 76, 78.","6/26/2015","12:15:03 PM"
"322","D18",78,0,0.0099999998,3.077,18.036,-4.107,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","second phalanx, equus, articulated with ID: 49, 76, 77","6/26/2015","12:16:17 PM"
"323","D18",79,0,0.24,3.471,18.45,-4.037,"Bone","4","3","AG","6 SE","130","NA","NA","NA","yes","bird bone","6/26/2015","12:18:46 PM"
"324","D18",80,0,0.15,3.38,18.405,-4.075,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto gr, bl, ye, re ph: 124 - 129","6/26/2015","12:20:13 PM"
"325","D18",80,1,0.02,2.965,18.456,-4.032,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto gr, bl, ye, re ph: 124 - 129","6/26/2015","12:21:56 PM"
"326","D18",80,2,0.01,2.942,17.889,-4.058,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto gr, bl, ye, re ph: 124 - 129","6/26/2015","12:22:26 PM"
"327","D18",80,3,0.16,3.386,17.889,-4.082,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto gr, bl, ye, re ph: 124 - 129","6/26/2015","12:23:53 PM"
"328","D18",81,0,0.2,3.311,18.095,-4.134,"Bone","4","3","GK","0","70","NA","NA","NA","yes","calcaneus, cervid, articulated with ID: 83,84","6/26/2015","2:17:03 PM"
"329","D18",82,0,0.1,3.265,18.375,-4.094,"Bone","4","3","GK","10 SW","220","NA","NA","NA","yes","metapocium, bovid","6/26/2015","2:18:08 PM"
"330","D18",83,0,0.25,3.361,18.085,-4.125,"Bone","4","3","GK",NA,"NA","NA","NA","NA","yes","astragalus, cervid, articulated with ID 81, 84","6/26/2015","2:47:46 PM"
"331","D18",84,0,0.21,3.308,18.135,-4.142,"Bone","4","3","GK","10 SW","230","NA","NA","NA","yes","tibia, cervid, articulated with ID: 81, 83","6/26/2015","2:49:21 PM"
"332","D18",86,0,0.08,3.066,18.42,-4.116,"DELETED Bone","4","3","GK",NA,"320","NA","NA","NA",NA,"radius and ulna, equus, articulated with ID: 85 / id:86 = id:121.0","6/26/2015","3:25:36 PM"
"333","D18",87,0,0.2,3.247,18.517,-4.177,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","bird bone","6/26/2015","3:36:18 PM"
"334","D18",88,0,0.24,3.367,18.19,-4.116,"Bone","4","3","GK","20 SE","120","150","NA","NA","no","not collected, long bone fragment","6/29/2015","10:47:18 AM"
"335","D18",89,0,0.27,3.417,18.154,-4.128,"Bone","4","3","GK",NA,"NA","NA","NA","NA","yes","second phalanx, artiodactyla","6/29/2015","10:48:21 AM"
"336","D18",90,0,0.08,3.213,18.109,-4.123,"Bone","4","3","GK","20 E","100","NA","NA","NA","yes","humerus, carnivor, articulated with ID: 91, 92","6/29/2015","10:49:27 AM"
"337","D18",91,0,0.04,3.155,18.051,-4.131,"Bone","4","3","GK","10 NE","40","NA","NA","NA","yes","radius mit ulna, articulated with ID: 90","6/29/2015","10:50:25 AM"
"338","D18",92,0,0.0399999991,3.143,18.155,-4.122,"Bone","4","3","GK","30 S","170","NA","NA","NA","yes","radius with ulna","6/29/2015","10:51:40 AM"
"339","D18",93,0,0.35,3.881,18.145,-3.845,"Tooth","4","3","GK",NA,"NA","NA","NA","NA","yes","incisor","6/29/2015","10:53:09 AM"
"340","D18",94,0,0.17,3.353,18.331,-4.119,"Bone","4","3","DK","85 N","10","NA","NA","NA","yes","first and second phalanx, double, bison","6/29/2015","11:11:53 AM"
"341","D18",95,0,0.3,3.39,18.225,-4.155,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","carpal","6/29/2015","11:32:29 AM"
"342","D18",96,0,0.12,3.294,18.285,-4.113,"Bone","4","3","Prof.GK","0","182","30","NA","NA","no","not collected, three vertebrae","6/29/2015","11:33:34 AM"
"343","D18",97,0,0.18,3.238,18.451,-4.188,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","two first phalanxes","6/29/2015","12:15:14 PM"
"344","D18",98,0,0.22,3.289,18.506,-4.198,"Bone","4","3","Prof.GK",NA,"NA","250","NA","NA","no","not collected, rib","6/29/2015","12:25:10 PM"
"345","D18",99,0,0.2199999988,3.331,18.296,-4.184,"Bone/Tooth","4","3","DK","5 NW","354","NA","NA","NA","yes","mandibula, cervid","6/29/2015","12:38:39 PM"
"346","D18",100,0,0.28,3.881,18.008,-3.774,"Bone","4","3","DK",NA,"NA","NA","NA","NA","yes","skull, cervid","6/29/2015","12:40:29 PM"
"347","D18",101,0,0.26,3.694,18.05,-3.966,"Bone","4","3","DK","12 S","173","NA","NA","NA","yes","metatarsale, cervid, articulated with ID: 102, 103","6/29/2015","12:42:43 PM"
"348","D18",102,0,0.19,3.578,18.029,-3.996,"Bone","4","3","DK",NA,"NA","NA","NA","NA","yes","astragalus, cervid, articulated with ID: 101, 103","6/29/2015","12:45:08 PM"
"349","D18",103,0,0.21,3.607,18.011,-3.992,"Bone","4","3","DK",NA,"NA","NA","NA","NA","yes","tibia, cervid, articulated with ID 101, 102","6/29/2015","12:50:59 PM"
"350","D18",104,0,0.26,3.419,18.552,-4.161,"Bone","4","3","Prof.GK","0","179","NA","NA","NA","yes","bird bone","6/29/2015","1:13:14 PM"
"351","D18",105,0,0.2,3.288,18.765,-4.137,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto re, bl, ye, gr ph: 317/5706 - 317/5709","6/29/2015","2:20:34 PM"
"352","D18",105,1,0.07,2.528,18.767,-4.138,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto re, bl, ye, gr ph: 317/5706 - 317/5709","6/29/2015","2:24:47 PM"
"353","D18",105,2,0.01,2.48,17.845,-4.086,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto re, bl, ye, gr ph: 317/5706 - 317/5709","6/29/2015","2:25:09 PM"
"354","D18",105,3,0.15,3.243,17.863,-4.14,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto re, bl, ye, gr ph: 317/5706 - 317/5709","6/29/2015","2:25:39 PM"
"355","D18",106,0,0.22,3.408,18.476,-4.131,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","metapodium","6/29/2015","2:33:33 PM"
"356","D18",106,1,NA,3.408,18.476,-4.131,"Bone","4","3","Prof.GK",NA,"NA","NA","NA","NA","yes","distal tibia frag.","6/29/2015","2:33:33 PM"
"357","D18",107,0,0.34,3.409,18.487,-4.234,"Bone","4","3","DK",NA,"NA","NA","NA","NA","yes","distal part humerus","6/29/2015","2:48:08 PM"
"358","D19",1,0,0.0099999998,3.531,19.536,-3.496,"Surface",NA,"NA",NA,NA,"NA","NA","NA","NA",NA,"starting elevation, cleaning","6/15/2015","3:28:51 PM"
"359","D19",2,0,0,3.529,19.447,-3.504,"Collected finds","3","1","KH",NA,"NA","NA","NA","NA","yes","End Spit 1","6/16/2015","11:51:52 AM"
"360","D19",3,0,0,3.536,19.445,-3.503,"Surface","4","1","KH",NA,"NA","NA","NA","NA",NA,"Start Spit 1","6/16/2015","11:50:18 AM"
"361","D19",4,0,0.0500000007,3.386,19.411,-3.563,"Bone","4","1","KH","0","154","120","NA","NA","no","not collected, fragment","6/17/2015","10:09:56 AM"
"362","D19",5,0,0.03,3.916,19.45,-3.521,"Bone","4","1","KH","0","134","60","NA","NA","no","not collected, bone fragment","6/17/2015","10:44:42 AM"
"363","D19",6,0,0.01,3.704,19.271,-3.484,"Bone","4","1","KH","0","20","240","NA","NA","no","not collected, bone fragment","6/17/2015","10:47:10 AM"
"364","D19",7,0,0.05,3.606,19.025,-3.55,"Tooth","4","1","DK",NA,"NA","NA","NA","NA","yes","molar, equus","6/17/2015","1:29:35 PM"
"365","D19",8,0,0.0099999998,3.462,19.008,-3.505,"Tooth","4","1","DK",NA,"NA","NA","NA","NA","yes","rhino","6/17/2015","1:46:07 PM"
"366","D19",9,0,0.0099999998,3.523,19.078,-3.508,"Bone","4","1","DK",NA,"NA","NA","NA","NA","yes",NA,"6/17/2015","2:00:45 PM"
"367","D19",11,0,0.0099999998,3.839,19.294,-3.531,"Bone","4","1","KH","0","146","NA","NA","NA","yes","metacarpale, equus","6/19/2015","9:59:37 AM"
"368","D19",12,0,0.0099999998,3.797,19.325,-3.525,"Bone/Tooth","4","1","KH","0","146","NA","NA","NA","yes","several teeth (lower)","6/19/2015","10:01:15 AM"
"369","D19",13,0,0.0099999998,3.817,19.216,-3.547,"Bone","4","1","KH","0","146","NA","NA","NA","no","long bone fragement","6/19/2015","10:02:45 AM"
"370","D19",14,0,0.07,3.937,19.59,-3.544,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, gr, ye, re ph: 310/5111 - 310/5113","6/19/2015","10:04:03 AM"
"371","D19",14,1,0.01,3.619,19.548,-3.552,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, gr, ye, re ph: 310/5111 - 310/5113","6/19/2015","10:05:24 AM"
"372","D19",14,2,0.0099999998,3.649,19.147,-3.558,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, gr, ye, re ph: 310/5111 - 310/5113","6/19/2015","10:05:40 AM"
"373","D19",14,3,0.09,3.948,19.151,-3.552,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, gr, ye, re ph: 310/5111 - 310/5113","6/19/2015","10:06:02 AM"
"374","D19",15,0,0.0099999998,3.594,19.101,-3.504,"Bone","4","1","KH",NA,"NA","NA","NA","NA","no","not collected, fragment","6/19/2015","10:46:49 AM"
"375","D19",16,0,0,3.854,19.907,-3.544,"Bone","4","1","KH","10 W","280","220","NA","NA","no","not collected, long bone fragment","6/19/2015","11:49:53 AM"
"376","D19",17,0,0.0099999998,3.884,19.654,-3.551,"Tooth","4","1","KH",NA,"NA","NA","NA","NA","yes",NA,"6/19/2015","12:06:56 PM"
"377","D19",18,0,0,3.847,19.035,-3.487,"Tooth","4","1","KH","10 S","210","NA","NA","NA","yes","maxilla","6/19/2015","12:08:00 PM"
"378","D19",19,0,0.02,3.87,19.07,-3.527,"Bone","4","1","KH","10 S","210","NA","NA","NA","no","long bone","6/19/2015","12:08:32 PM"
"379","D19",20,0,0,3.56,19.548,-3.57,"Collected finds","4","1","KH",NA,"NA","NA","NA","NA","yes","End Spit 1","6/19/2015","12:02:15 PM"
"380","D19",21,0,0,3.56,19.548,-3.57,"Surface","4","2","KH",NA,"NA","NA","NA","NA",NA,"Start Spit 2","6/19/2015","12:02:20 PM"
"381","D19",22,0,0.1,3.998,19.156,-3.531,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto ye, re, gr, bl ph: 310/5143 - 310/5146","6/19/2015","1:00:30 PM"
"382","D19",22,1,0.01,3.462,19.161,-3.562,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto ye, re, gr, bl ph: 310/5143 - 310/5146","6/19/2015","1:02:08 PM"
"383","D19",22,2,0.04,3.492,18.527,-3.628,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto ye, re, gr, bl ph: 310/5143 - 310/5146","6/19/2015","1:02:29 PM"
"384","D19",22,3,0.06,3.975,18.496,-3.502,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto ye, re, gr, bl ph: 310/5143 - 310/5146","6/19/2015","1:02:50 PM"
"385","D19",23,0,0,3.575,19.123,-3.564,"Bone/Tooth","4","2","KH",NA,"NA","110","NA","NA","no","not collected, maxilla with three teeth","6/19/2015","1:23:47 PM"
"386","D19",24,0,0,3.833,19.054,-3.556,"Bone","4","1","DK","2 SW","220","100","NA","NA","no","not collected, long bone fragment","6/22/2015","1:35:48 PM"
"387","D19",25,0,0,3.741,19.02,-3.563,"Bone","4","1","DK","0","154","220","NA","NA","no","fragment","6/22/2015","1:36:59 PM"
"388","D19",26,0,0.05,3.952,19.823,-3.605,"Bone","4","2","AG",NA,"NA","NA","NA","NA","yes","calcaneus fragment","6/23/2015","10:52:33 AM"
"389","D19",27,0,0,3.483,19.442,-3.689,"Surface","4","3","AG",NA,"NA","NA","NA","NA",NA,"Start Spit 3","6/23/2015","2:37:59 PM"
"390","D19",28,0,0.24,3.054,19.602,-4.012,"Bone","4","3","AG","0","0","75","NA","NA","no","not collected, fragment","6/24/2015","2:48:52 PM"
"391","D20",1,0,0.0099999998,3.515,20.514,-3.519,"Surface",NA,"NA",NA,NA,"NA","NA","NA","NA",NA,"starting elevation, cleaning","6/15/2015","3:30:48 PM"
"392","D20",2,0,0.0099999998,3.535,20.538,-3.535,"Surface","4","1","GK",NA,"NA","NA","NA","NA",NA,"Start Spit 1 and 2","6/16/2015","10:53:13 AM"
"393","D20",3,0,0.01,3.418,20.052,-3.586,"Bone/Tooth","4","1","Prof.GK","24 W","266","NA","NA","NA","yes","mandibula, bovid","6/16/2015","12:57:00 PM"
"394","D20",4,0,0.04,3.379,20.613,-3.61,"Bone","4","1","Prof.GK",NA,"NA","NA","NA","NA","yes","phalanx","6/16/2015","2:12:08 PM"
"395","D20",5,0,0.0099999998,3.559,20.293,-3.547,"Tooth","4","1","Prof.GK",NA,"NA","NA","NA","NA","yes","equus","6/16/2015","2:51:16 PM"
"396","D20",6,0,0.05,3.498,20.182,-3.641,"Bone","4","1","Prof.GK","0","120","120","NA","NA","no","not collected, long bone fragment","6/17/2015","10:00:59 AM"
"397","D20",7,0,0.01,3.002,20.031,-3.635,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto gr, wh, re, wh ph: 309/5036 -396/5038","6/17/2015","10:26:56 AM"
"398","D20",7,1,0.0099999998,2.925,20.841,-3.734,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto gr, wh, re, wh ph: 309/5036 -396/5038","6/17/2015","10:27:22 AM"
"399","D20",7,2,0.0099999998,3.7,20.899,-3.516,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto gr, wh, re, wh ph: 309/5036 -396/5038","6/17/2015","10:27:34 AM"
"400","D20",7,3,0.02,3.649,20.051,-3.524,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto gr, wh, re, wh ph: 309/5036 -396/5038","6/17/2015","10:27:48 AM"
"401","D20",8,0,0.0099999998,3.609,20.863,-3.579,"Tooth","4","1","Prof.GK","10 SE","230","NA","NA","NA","yes","mandibula, bovid","6/17/2015","12:31:08 PM"
"402","D20",9,0,0.0099999998,3.368,20.467,-3.624,"Bone/Tooth","4","1","Prof.GK","10 S","190","NA","NA","NA","yes","mandibula, equus","6/17/2015","12:33:58 PM"
"403","D20",10,0,0.0099999998,3.375,20.689,-3.608,"Tooth","4","1","Prof.GK","10 SW","220","NA","NA","NA","yes","maxilla, bovid","6/19/2015","9:46:43 AM"
"404","D20",11,0,0.0099999998,3.887,20.996,-3.541,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, ye, re, gr ph: 310/5103 - 310/5110 ID: 8, 9, 10","6/19/2015","9:49:56 AM"
"405","D20",11,1,0.0099999998,3.005,20.987,-3.741,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, ye, re, gr ph: 310/5103 - 310/5110 ID: 8, 9, 10","6/19/2015","9:52:03 AM"
"406","D20",11,2,0.0099999998,3.044,20.108,-3.625,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, ye, re, gr ph: 310/5103 - 310/5110 ID: 8, 9, 10","6/19/2015","9:52:24 AM"
"407","D20",11,3,0.0099999998,3.874,20.148,-3.497,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, ye, re, gr ph: 310/5103 - 310/5110 ID: 8, 9, 10","6/19/2015","9:52:38 AM"
"408","D20",12,0,0.0099999998,3.209,20.142,-3.659,"Bone","4","1","Prof.GK","5 SE","240","100","NA","NA","no","not collected","6/19/2015","10:25:18 AM"
"409","D20",13,0,0.01,3.947,20.014,-3.532,"Bone","4","1","Prof.GK","6 SW","230","90","NA","NA","no","not collected","6/22/2015","10:09:43 AM"
"410","D20",14,0,0.06,3.946,20.023,-3.583,"Bone","4","1","Prof.GK","10 E","88","120","NA","NA","no","not collected","6/22/2015","10:15:00 AM"
"411","D20",15,0,0.05,3.959,20.877,-3.539,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, gr, re, ye ph: 311/5178 - 311/5180 ID: 9, 17, 18","6/22/2015","10:48:59 AM"
"412","D20",15,1,0.01,3.001,20.913,-3.84,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, gr, re, ye ph: 311/5178 - 311/5180 ID: 9, 17, 18","6/22/2015","10:50:42 AM"
"413","D20",15,2,0.0099999998,3.066,20.171,-3.633,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, gr, re, ye ph: 311/5178 - 311/5180 ID: 9, 17, 18","6/22/2015","10:51:10 AM"
"414","D20",15,3,0.1,4.009,20.128,-3.562,"GCP surface","4","NA",NA,NA,"NA","NA","NA","NA",NA,"GCP orthophoto bl, gr, re, ye ph: 311/5178 - 311/5180 ID: 9, 17, 18","6/22/2015","10:51:31 AM"
"415","D20",16,0,0.01,3.677,20.395,-3.563,"Bone","4","1","Prof.GK","6 N","8","270","NA","NA","no","not collected, long bone fragment","6/22/2015","10:52:02 AM"
"416","D20",17,0,0.01,3.578,20.313,-3.601,"Bone/Tooth","4","1","Prof.GK","8 SW","212","NA","NA","NA","yes","mandibula, equus","6/22/2015","11:59:06 AM"
"417","D20",18,0,0,3.7,20.405,-3.59,"Bone","4","1","Prof.GK","4 NE","70","NA","NA","NA","yes","humerus, distal part","6/22/2015","12:01:30 PM"
"418","D20",19,0,0,3.721,20.445,-3.599,"Bone","4","1","Prof.GK","18 SW","248","180","NA","NA","no","not collected, long bone fragment","6/22/2015","12:04:01 PM"
"419","D20",20,0,0,3.791,20.645,-3.553,"Bone","4","1","Prof.GK","4 E","82","NA","NA","NA","yes","metapodium, equus","6/22/2015","2:01:30 PM"
"420","D20",21,0,0,3.825,20.727,-3.555,"Bone","4","1","Prof.GK","0","82","260","NA","NA","no","not collected, long bone fragment","6/22/2015","2:03:43 PM"
"421","D20",22,0,0.03,3.73,20.761,-3.581,"Bone","4","1","Prof.GK","2 S","192","NA","NA","NA","lost","in plaster jacket","6/22/2015","2:05:23 PM"
"422","D20",23,0,0,3.311,20.003,-3.626,"Bone","4","2","AG","12 SW","240","80","NA","NA","no","not collected","6/23/2015","12:36:57 PM"
"423","D20",24,0,0.3,3.841,20.505,-3.811,"Bone","4","1","NT","0","160","85","NA","NA","no","not collected, long bone fragment","6/23/2015","1:04:26 PM"
"424","D20",25,0,0,3.467,20.451,-3.837,"Collected finds","4","1","NT",NA,"NA","NA","NA","NA","yes","End Spit 1/2","6/23/2015","1:46:04 PM"
"425","D20",26,0,0,3.467,20.451,-3.837,"Surface","4","3","NT",NA,"NA","NA","NA","NA",NA,"Start Spit 3","6/23/2015","1:46:08 PM"
"426","D20",27,0,0,3.462,20.864,-3.917,"Surface","4","4","Prof.GK",NA,"NA","NA","NA","NA",NA,"Start Spit 4","6/25/2015","10:06:15 AM"
"427","D20",28,0,0.01,3.228,20.991,-3.914,"Bone","4","4","Prof.GK","15 NW","330","100","NA","NA","no","not collected, long bone fragment","6/25/2015","10:06:33 AM"
"428","D20",29,0,0.02,3.789,20.748,-3.9,"Bone","4","4","Prof.GK","0","84","220","NA","NA","no","not collected, long bone fragment","6/25/2015","11:40:32 AM"
"429","D20",30,0,0.04,3.779,20.876,-3.878,"Bone","4","4","Prof.GK","0","190","140","NA","NA","no","not collected, long bone fragment","6/25/2015","11:42:10 AM"
"430","D20",31,0,0.02,3.721,20.618,-3.9,"Bone","4","4","Prof.GK",NA,"NA","140","NA","NA","no","not collected, long bone fragment","6/25/2015","1:48:37 PM"
"431","D20",32,0,0.1,3.959,20.666,-4.017,"Bone","4","4","NT","15 W","240","90","NA","NA","no","not collected, long bone fragment","6/26/2015","1:58:18 PM"
"432","D20",33,0,0.17,3.862,20.959,-3.962,"Bone/Tooth","4","4","NT","0","66","NA","NA","NA","yes","lower teeth row","6/29/2015","9:46:10 AM"
"433","D20",34,0,0.12,3.913,20.817,-3.983,"Bone","4","4","NT","26 NW","346","230","NA","NA","no","not collected, long bone fragment","6/29/2015","9:50:35 AM"
"434","D21",1,0,0.02,3.581,21.428,-3.562,"Surface",NA,"NA",NA,NA,"NA","NA","NA","NA",NA,"starting elevation, cleaning","6/15/2015","3:35:26 PM"
"435","D21",2,0,0,3.678,21.79,-3.575,"Tooth","3","1","NT","10 SW","134","NA","NA","NA","lost",NA,"6/16/2015","11:39:17 AM"
"436","D21",3,0,0.0099999998,3.534,21.516,-3.62,"Collected finds","Cleaning/3","1","NT",NA,"NA","NA","NA","NA","yes","collected finds from cleaning and Geo 3","6/16/2015","12:16:01 PM"
"437","D21",4,0,0,3.541,21.476,-3.612,"Surface","4","1","NT",NA,"NA","NA","NA","NA",NA,"Start Spit 1","6/16/2015","12:23:28 PM"
"438","D21",5,0,0,3.322,21.961,-3.746,"Tooth","3","1","DG",NA,"NA","NA","NA","NA","yes",NA,"6/16/2015","1:37:30 PM"
"439","D21",6,0,0.03,3.318,21.102,-3.655,"Tooth","4","1","Prof.GK",NA,"NA","NA","NA","NA","yes",NA,"6/16/2015","2:34:13 PM"
"440","D21",7,0,0.03,3.927,21.445,-3.568,"Tooth","4","1","NT","8 NW","353","NA","NA","NA","yes",NA,"6/17/2015","9:39:19 AM"
"441","D21",8,0,0.0500000007,3.733,21.071,-3.577,"Bone","4","1","NT","8 NE","20","70","NA","NA","no","not collected, fragment","6/17/2015","10:08:51 AM"
"442","D21",9,0,0,3.654,21.247,-3.538,"Bone","4","1","NT","0","280","150","NA","NA","no","not collected, long bone fragment","6/17/2015","11:01:09 AM"
"443","D21",10,0,0,3.736,21.006,-3.559,"Tooth","4","1","NT","5 SE","146","NA","NA","NA","yes",NA,"6/17/2015","11:02:08 AM"
"444","D21",11,0,0,3.863,21.293,-3.572,"Tooth","4","1","NT",NA,"NA","NA","NA","NA","yes","fragment","6/17/2015","12:16:04 PM"
"445","D21",12,0,0,3.669,21.991,-3.625,"Tooth","3","1","DG",NA,"NA","NA","NA","NA","no","not collected","6/19/2015","10:32:46 AM"
"446","D21",13,0,0,3.777,21.058,-3.56,"Bone","4","1","Prof.GK","0","130","250","NA","NA","no","not collected, rib","6/19/2015","12:34:27 PM"
"447","D21",14,0,0,3.809,21.018,-3.553,"Bone","4","1","Prof.GK","0","130","160","NA","NA","no","not collected, long bone fragment","6/19/2015","12:35:45 PM"
"448","D21",15,0,0,3.718,21.089,-3.546,"Bone","4","1","Prof.GK","0","130","200","NA","NA","no","not collected, long bone fragment","6/19/2015","12:36:47 PM"
"449","D21",16,0,0.01,3.654,21.797,-3.646,"Tooth","4","1","NT",NA,"NA","NA","NA","NA","yes","equus","6/19/2015","2:36:08 PM"
"450","D21",17,0,0.01,3.479,21.48,-3.712,"Collected finds","4","1","NT",NA,"NA","NA","NA","NA","yes","End Spit 1","6/19/2015","2:43:06 PM"
"451","D21",18,0,0.01,3.48,21.48,-3.712,"Surface","4","2","NT",NA,"NA","NA","NA","NA",NA,"Start Spit 2","6/19/2015","2:43:11 PM"
"452","D21",19,0,0.0099999998,3.275,21.487,-3.68,"Bone","4","1","NT","5 SE","140","300","NA","NA","no","long bone fragment, 10 cm fragment collected?","6/22/2015","9:49:02 AM"
"453","D21",20,0,0,3.225,21.496,-3.688,"Bone","4","1","NT","0","140","100","NA","NA","no","not collected, long bone fragment","6/22/2015","9:50:49 AM"
"454","D21",21,0,0,3.483,21.477,-3.842,"Surface","4","3","NT",NA,"NA","NA","NA","NA",NA,"Start Spit 3","6/22/2015","2:59:32 PM"
"455","D21",22,0,0.01,3.998,21.653,-3.528,"Tooth","4","1","NT","0","45","70","NA","NA","no","not collected, fragment, equus, probably Spit 3","6/23/2015","2:40:13 PM"
"456","D21",23,0,0.08,3.655,21.514,-3.892,"Tooth","4","3","NT",NA,"NA","NA","NA","NA","yes","equus","6/25/2015","12:25:38 PM"
