"","unit","id","suffix","prism","x","y","z.x","type.x","geo.x","spit","exc","plunge","bearing","length.x","max_width","thickness","collected.x","comment","date.x","time","year","date.y","z.y","type.y","geo.y","collected.y","integrity","articulation","nsp.bone","nsp.tooth","nsp.total","skeletal.element","skeletal.part","bone.portion","voorhies.group","BM.category","bone.shape..cube.tube.flat.","bone.structure..dense.trabecular.","description","class","order","family","genus","species","taxon","stratified.surface","length.y","carnivore_gnawing","refit","remarks","reference_id.if_from_plaster_jacket.","totalstation_comment"
"153","D15","22","0",0.4,3.742,15.567,-3.761,"Bone","4",NA,"DK",NA,NA,NA,NA,NA,"yes","trampled bone frag?",2016-06-01,"11:40:19 AM","2016","6/1/2016",-3.761,"Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag. (?trampled)","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"trampled bone frag?"
"154","D16","3","0",0.03,3.603,16.746,-3.48,"Tooth","4","1","MI",NA,NA,NA,NA,NA,"yes","equus",2015-06-16,"2:58:21 PM","2015","6/16/2015",-3.48,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"p2","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"equus"
"155","D16","4","0",0.04,3.283,16.719,-3.511,"Tooth","4","1","MI",NA,NA,NA,NA,NA,"yes",NA,2015-06-17,"12:07:09 PM","2015","6/17/2015",-3.511,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"incisor","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA
"156","D16","5","0",0.01,3.581,16.958,-3.526,"Bone","4","1","MI",0,60,NA,NA,NA,"no","not collected",2015-06-19,"10:22:19 AM","2015","6/19/2015",-3.526,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"not collected"
"157","D16","6","0",0.0099999998,3.158,16.36,-3.498,"Bone","4","1","MI",8,200,NA,NA,NA,"no","not collected",2015-06-19,"10:23:35 AM","2015","6/19/2015",-3.498,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"not collected"
"158","D16","7","0",0.0099999998,3.589,16.972,-3.56,"Bone","4","1","MI",10,234,170,NA,NA,"no","not collected",2015-06-19,"12:19:56 PM","2015","6/19/2015",-3.56,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",170,NA,NA,NA,NA,"not collected"
"159","D16","10","0",0.07,3.885,16.906,-3.575,"Bone","4","2","MI",8,162,170,NA,NA,"no","not collected, long bone fragment",2015-06-22,"11:14:15 AM","2015","6/22/2015",-3.575,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",170,NA,NA,NA,NA,"not collected, long bone fragment"
"160","D16","11","0",0.0099999998,3.628,16.218,-3.594,"Bone","4","2","MI",NA,NA,NA,NA,NA,"yes","fragment",2015-06-24,"10:27:57 AM","2015","6/24/2015",-3.594,"Bone","4","yes","fragment","isolated","1",NA,"1","vertebra","axial","fragment",NA,NA,NA,NA,"vertebra frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"fragment"
"161","D16","14","0",0.14,3.793,16.253,-3.69,"Tooth","4","3","MI",NA,NA,NA,NA,NA,"yes","third molar, carnivore",2015-06-24,"11:38:05 AM","2015","6/24/2015",-3.69,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"P4 sin","Mammalia","Carnivora","Canidae","Canis",NA,"Canis","stratified",NA,NA,NA,NA,NA,"third molar, carnivore"
"162","D16","16","0",0.1,3.788,16.436,-3.68,"Bone","4","3","MI",10,108,NA,NA,NA,"yes","long bone fragment",2015-06-24,"2:06:22 PM","2015","6/24/2015",-3.68,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment"
"163","D16","17","0",0.01,3.438,16.248,-3.657,"Bone","4","3","MI",NA,NA,NA,NA,NA,"yes",NA,2015-06-24,"2:07:36 PM","2015","6/24/2015",-3.657,"Bone","4","yes","complete","isolated","1",NA,"1","carpal/tarsal","appendicular",NA,"I/II",NA,NA,NA,"carpal/tarsal","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA
"164","D16","18","0",0.15,3.767,16.194,-3.723,"Bone","4","3","MI",NA,NA,NA,NA,NA,"yes","several bones in block",2015-06-24,"2:08:20 PM","2015","6/24/2015",-3.723,"Bone","4","yes","complete","isolated","?",NA,"?",NA,NA,NA,NA,NA,NA,NA,"several bone in block","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"several bones in block"
"165","D16","19","0",0.04,3.717,16.959,-3.664,"Tooth","4","3","MI",NA,NA,NA,NA,NA,"yes","rhino",2015-06-24,"2:59:24 PM","2015","6/24/2015",-3.664,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frag.","Mammalia","Perissodactyla","Rhinocerotidae","Stephanorhinus","sp.","Stephanorhinus sp.","stratified",NA,NA,NA,NA,NA,"rhino"
"166","D16","20","0",0.02,3.161,16.279,-3.658,"Tooth","4","3","MI",NA,NA,NA,NA,NA,"yes","fragment",2015-06-25,"10:22:27 AM","2015","6/25/2015",-3.658,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frags.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"fragment"
"167","D16","21","0",0.1199999973,3.197,16.01,-3.829,"Tooth","4","3","VT",NA,NA,NA,NA,NA,"yes","carnivore",2015-06-25,"1:12:02 PM","2015","6/25/2015",-3.829,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"canine or third incisor","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"carnivore"
"168","D16","22","0",0.21,3.806,16.406,-3.75,"Bone","4","3","MI",4,40,NA,NA,NA,"yes","tibia",2015-06-25,"2:26:00 PM","2015","6/25/2015",-3.75,"Bone","4","yes","complete","isolated","1",NA,"1","?tibia",NA,NA,"II",NA,NA,NA,"?tibia","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"tibia"
"169","D16","23","0",0.08,3.365,16.513,-3.722,"Bone","4","3","VS",4,130,110,NA,NA,"no","long bone fragment",2015-06-26,"10:26:07 AM","2015","6/26/2015",-3.722,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",110,NA,NA,NA,NA,NA
"170","D16","24","0",0.1,3.639,16.016,-3.804,"Bone","4","3","VT",NA,NA,NA,NA,NA,"yes","proboscidae, fragments in plaster jacket with carpales",2015-06-26,"1:33:31 PM","2015","6/26/2015",-3.804,"Bone","4","yes","fragment","articulated","1",NA,"1","metapode","appendicular",NA,NA,NA,NA,NA,"third metacarpal dex, associated with ID 26, 30 (?31, 33)","Mammalia","Proboscidea","Elephantidae",NA,NA,"Elephantidae","stratified",NA,NA,NA,NA,NA,"proboscidae, fragments in plaster jacket with carpales"
"171","D16","26","0",0.22,3.785,16.004,-3.789,"Bone","4","3","VT",NA,NA,NA,NA,NA,"yes","unceform, proboscidae",2015-06-26,"2:58:02 PM","2015","6/26/2015",-3.789,"Bone","4","yes","complete","articulated","1",NA,"1","carpal",NA,NA,NA,NA,NA,NA,"unciform dex, associated with ID 24, 30  (?31, 33)","Mammalia","Proboscidea","Elephantidae",NA,NA,"Elephantidae","stratified",NA,NA,NA,NA,NA,"unceform, proboscidae"
"172","D16","27","0",0.14,3.18,16.473,-3.79,"Bone","4","3","VT",0,32,260,NA,NA,"yes","long bone fragment",2015-06-26,"3:00:03 PM","2015","6/26/2015",-3.79,"Bone","4","yes","fragment","isolated","1",NA,"1","?femur",NA,"fragment",NA,NA,NA,NA,"?femur","Mammalia","Perissodactyla","Rhinocerotidae","Stephanorhinus","sp.","Stephanorhinus sp.","stratified",NA,"yes",NA,NA,NA,"long bone fragment"
"173","D16","28","0",0.08,3.318,16.28,-3.789,"Bone","4","3","VT",4,120,NA,NA,NA,"yes","scapula",2015-06-26,"3:08:03 PM","2015","6/26/2015",-3.789,"Bone","4","yes","complete","articulated","1",NA,"1","scapula",NA,NA,NA,NA,NA,NA,"scapula, associated with ID:29","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"scapula"
"174","D16","29","0",0.07,3.449,16.093,-3.809,"Bone","4","3","VT",0,170,NA,NA,NA,"yes","three vertebrae (including one atlas) articulated",2015-06-26,"3:09:16 PM","2015","6/26/2015",-3.809,"Bone","4","yes","complete","articulated","5",NA,"5","vertebra","axial",NA,NA,NA,NA,NA,"atlas, axis and three cervical vertebras, associated with ID: 28","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"three vertebrae (including one atlas) articulated"
"175","D16","30","0",0.3,3.822,16.063,-3.83,"Bone","4","3","AG",NA,NA,NA,NA,NA,"yes","magnum, proboscidae",2015-06-29,"10:54:35 AM","2015","6/29/2015",-3.83,"Bone","4","yes","complete","articulated","1",NA,"1","carpal",NA,NA,NA,NA,NA,NA,"magnum dex, associated with ID 24, 26  (?31, 33)","Mammalia","Proboscidea","Elephantidae",NA,NA,"Elephantidae","stratified",NA,NA,NA,NA,NA,"magnum, proboscidae"
"176","D16","31","0",0.3,3.767,16.163,-3.88,"Bone","4","3","GK",NA,NA,NA,NA,NA,"yes","possible fragments of carpale, proboscidae, associated with bone in plaster jacket",2015-06-29,"11:10:17 AM","2015","6/29/2015",-3.88,"Bone","4","yes","fragment","?articulated","? 2",NA,"? 2","carpal",NA,NA,NA,NA,NA,NA,"possible carpals (possibly associated with ID 24, 26, 30, 33)","Mammalia","Proboscidea","Elephantidae",NA,NA,"Elephantidae","stratified",NA,NA,NA,NA,NA,"possible fragments of carpale, proboscidae, associated with bone in plaster jacket"
"177","D16","32","0",0.23,3.76,16.12,-3.809,"Bone","4","3","GK",NA,NA,NA,NA,NA,"yes","possible carpale, proboscidae, associated with bone in plaster jacket",2015-06-29,"11:14:41 AM","2015","6/29/2015",-3.809,"Bone","4","yes","complete","?articulated","1",NA,"1","carpal",NA,NA,NA,NA,NA,NA,"possible carpal (possibly associated with 24, 26, 30, 31, 33)","Mammalia","Proboscidea","Elephantidae",NA,NA,"Elephantidae","stratified",NA,NA,NA,NA,NA,"possible carpale, proboscidae, associated with bone in plaster jacket"
"178","D16","33","0",0.32,3.779,16.098,-3.892,"Bone","4","3","GK",NA,NA,NA,NA,NA,"yes","carpal, proboscidae, associated with bone in plaster jacket",2015-06-29,"11:15:33 AM","2015","6/29/2015",-3.892,"Bone","4","yes","complete","?articulated","? 2",NA,"? 2","carpal",NA,NA,NA,NA,NA,NA,"carpals (possibly associated with ID 24, 26, 30, 31)","Mammalia","Proboscidea","Elephantidae",NA,NA,"Elephantidae","stratified",NA,NA,NA,NA,NA,"carpal, proboscidae, associated with bone in plaster jacket"
"179","D16","35","0",0.150000006,3.987,16.986,-3.696,"Bone","4",NA,"Prof.GK",6,208,120,50,NA,"no","not collected, frag",2016-05-30,"12:40:04 PM","2016","5/30/2016",-3.696,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",120,NA,NA,NA,NA,"not collected, frag"
"180","D16","36","0",0.3,3.953,16.314,-3.737,"Bone","4",NA,"Prof.GK",18,4,NA,NA,NA,"no","metapodial frag",2016-05-31,"11:16:33 AM","2016","5/31/2016",-3.737,"Bone","4","no","fragment","isolated","1",NA,"1","metapode","appendicular","fragment",NA,NA,NA,NA,"metapode frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA
"181","D16","37","0",0,3.086,16.664,-3.626,"Bone","4",NA,"Prof.GK",3,0,NA,NA,NA,"yes","?",2016-05-31,"11:20:19 AM","2016","5/31/2016",-3.626,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,NA,NA,"?"
"182","D16","38","0",0,3.044,16.794,-3.687,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","?",2016-05-31,"12:01:20 PM","2016","5/31/2016",-3.687,"Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frags.",NA,NA,NA,NA,NA,NA,"stratified",NA,NA,NA,NA,NA,"?"
"183","D16","39","0",0,3.436,16.768,-3.759,"Bone","4",NA,"DK",NA,NA,NA,NA,NA,"yes","tarsal",2016-05-31,"12:19:58 PM","2016","5/31/2016",-3.759,"Bone","4","yes","fragment","isolated","1",NA,"1","?rib",NA,"fragment",NA,NA,NA,NA,"?rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"tarsal"
"184","D16","40","0",0.25,3.92,16.671,-3.828,"Tooth","4",NA,"DK",NA,NA,NA,NA,NA,"yes","2 isolated incisors, equus",2016-05-31,"1:39:35 PM","2016","5/31/2016",-3.828,"Tooth","4","yes","fragment","isolated",NA,"2","2","tooth","cranial","fragment",NA,NA,NA,NA,"incisors","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"2 isolated incisors, equus"
"185","D16","41","0",0.1,3.41,16.724,-3.791,"Bone","4",NA,"DK",NA,NA,NA,NA,NA,"yes","... + tibia + metatarsal",2016-05-31,"2:21:59 PM","2016","5/31/2016",-3.791,"Bone","4","yes","fragment","articulated","1",NA,"1","tibia","appendicular","distal",NA,NA,NA,NA,"tibia sin, distal frag.","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,NA,NA,NA,NA,"... + tibia + metatarsal"
"186","D16","41","1",0.05,3.274,16.779,-3.785,"Bone","4",NA,"DK",0,40,NA,NA,NA,"yes","articulated tibia",2016-05-31,"2:26:29 PM","2016","5/31/2016",-3.785,"Bone","4","yes","complete","articulated","5",NA,"5","tarsal",NA,NA,NA,NA,NA,NA,"calcaneus, astragalus and tarsals sin","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,NA,NA,NA,NA,"articulated tibia"
"187","D16","41","2",0.3,3.629,16.789,-3.778,"Bone","4",NA,"DK",0,170,NA,NA,NA,"yes","articulated metatarsal",2016-05-31,"2:26:54 PM","2016","5/31/2016",-3.778,"Bone","4","yes","complete","articulated","1",NA,"1","metapode",NA,NA,NA,NA,NA,NA,"metatarsal sin","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,NA,NA,NA,NA,"articulated metatarsal"
"188","D16","42","0",0.2,3.638,16.764,-3.728,"Bone","4",NA,"DK",0,170,NA,NA,NA,"yes","back column",2016-05-31,"2:27:39 PM","2016","5/31/2016",-3.728,"Bone","4","yes","complete","articulated","7",NA,"7","vertebra","axial",NA,NA,NA,NA,NA,"vertebras","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"back column"
"189","D16","43","0",0.2,3.859,16.607,-4.056,"Tooth","4",NA,"DG",NA,NA,NA,NA,NA,"no","Not collected, isolated tooth, bovid",2016-06-10,"12:10:25 PM","2016","6/10/2016",-4.056,"Tooth","4","no","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frag.","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"Not collected, isolated tooth, bovid"
"191","D16","45","0",0,3.359,16.039,-4.263,"Tooth","4",NA,"VT",0,100,50,30,NA,"yes","isolated tooth.",2017-06-08,"12:13:46 PM","2017","6/8/2017",-4.263,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",50,NA,NA,NA,NA,"isolated tooth."
"192","D16","46","0",0,3.189,16.178,-4.124,"Tooth","4",NA,"AG",8,74,50,20,NA,"yes","isolated tooth",2017-05-31,"1:44:19 PM","2017","5/31/2017",-4.124,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"incisor","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",50,NA,NA,NA,NA,"isolated tooth"
"193","D17","3","0",0.03,3.347,17.782,-3.55,"Tooth","4","1","GK",NA,NA,NA,NA,NA,"yes",NA,2015-06-16,"1:47:28 PM","2015","6/16/2015",-3.55,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"incisor","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA
"194","D17","6","0",0.0099999998,3.462,17.63,-3.598,"Bone","4","2","GK",10,166,NA,NA,NA,"yes","metapodium, bovid",2015-06-17,"10:50:10 AM","2015","6/17/2015",-3.598,"Bone","4","yes","fragment","isolated","1",NA,"1","metapode","appendicular","distal",NA,NA,NA,NA,"metacarpal, distal frag.","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"metapodium, bovid"
"195","D17","7","0",0.0099999998,3.444,17.49,-3.568,"Bone/Tooth","4","2","GK",NA,NA,NA,NA,NA,"yes","cranium, cervid",2015-06-17,"10:52:32 AM","2015","6/17/2015",-3.568,"Bone/Tooth","4","yes","fragment","articulated","1","4","5","maxilla","cranial","fragment","II/III","BM4",NA,NA,"maxilla frag. sin with P3-M2","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"cranium, cervid"
"196","D17","9","0",0.0099999998,3.283,17.933,-3.569,"Bone","4","2","GK",10,294,110,NA,NA,"no","not collected, fragment",2015-06-17,"1:44:46 PM","2015","6/17/2015",-3.569,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",110,NA,NA,NA,NA,"not collected, fragment"
"197","D17","11","0",0.14,3.69,17.743,-3.674,"Bone","4","3","GK",NA,NA,NA,NA,NA,"yes",NA,2015-06-19,"9:53:53 AM","2015","6/19/2015",-3.674,"Bone","4","yes","complete","isolated","1",NA,"1","carpal/tarsal","appendicular",NA,"I/II",NA,NA,NA,"carpal/tarsal","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA
"198","D17","12","0",0.05,3.761,17.166,-3.636,"Bone","4","3","GK",0,84,200,NA,NA,"no","not collected, long bone fragment",2015-06-19,"9:55:47 AM","2015","6/19/2015",-3.636,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",200,NA,NA,NA,NA,"not collected, long bone fragment"
"199","D17","13","0",0.07,3.048,17.881,-3.691,"Bone","4","3","GK",20,170,220,NA,NA,"no","not collected, long bone fragment",2015-06-19,"12:21:41 PM","2015","6/19/2015",-3.691,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",220,NA,NA,NA,NA,"not collected, long bone fragment"
"200","D17","15","0",0.17,3.784,17.45,-3.729,"Bone","4","4","GK",40,330,NA,NA,NA,"no","long bone fragment",2015-06-22,"10:54:36 AM","2015","6/22/2015",-3.729,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA
"201","D17","16","0",0.14,3.715,17.45,-3.732,"Bone","4","4","GK",0,70,180,NA,NA,"no","not collected, long bone fragment",2015-06-22,"10:56:50 AM","2015","6/22/2015",-3.732,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",180,NA,NA,NA,NA,"not collected, long bone fragment"
"202","D17","17","0",0.12,3.702,17.34,-3.742,"Bone","4","4","GK",32,310,170,NA,NA,"no","long bone fragment",2015-06-22,"3:07:48 PM","2015","6/22/2015",-3.742,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",170,NA,NA,NA,NA,NA
"203","D17","18","0",0.01,3.541,17.294,-3.764,"Bone","4","4","GK",NA,NA,NA,NA,NA,"yes",NA,2015-06-23,"12:35:03 PM","2015","6/23/2015",-3.764,"Bone","4","yes","complete","isolated","1",NA,"1","carpal/tarsal","appendicular",NA,"I/II",NA,NA,NA,"carpal/tarsal","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA
"204","D17","20","0",0.3,3.856,17.496,-3.808,"Bone","4","5","GK",26,0,170,NA,NA,"no","not collected, long bone fragment",2015-06-24,"9:34:54 AM","2015","6/24/2015",-3.808,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",170,NA,NA,NA,NA,"not collected, long bone fragment"
"205","D17","21","0",0.24,3.912,17.187,-3.741,"Bone","4","5","GK",10,296,120,NA,NA,"no","not collected, long bone fragment",2015-06-24,"9:35:57 AM","2015","6/24/2015",-3.741,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",120,NA,NA,NA,NA,"not collected, long bone fragment"
"206","D17","22","0",0.03,3.605,17.413,-3.779,"Bone/Tooth","4","5","GK",38,84,NA,NA,NA,"yes","maxilla, bovid",2015-06-24,"9:37:14 AM","2015","6/24/2015",-3.779,"Bone/Tooth","4","yes","fragment","articulated","1","5","6","maxilla","cranial","fragment","II/III","BM4",NA,NA,"maxilla frag. sin with P3-M3","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"maxilla, bovid"
"207","D17","23","0",0,3.541,17.249,-3.779,"Bone/Tooth","4","5","GK",40,32,NA,NA,NA,"yes","maxilla, bovid",2015-06-24,"9:38:43 AM","2015","6/24/2015",-3.779,"Bone/Tooth","4","yes","fragment","articulated","1","5","6","maxilla","cranial","fragment","II/III","BM4",NA,NA,"maxilla frag. dex with P3-M3","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"maxilla, bovid"
"208","D17","25","0",0.1,3.639,17.707,-3.854,"Tooth","4","5","GK",NA,NA,NA,NA,NA,"yes","fragment, carnivore",2015-06-24,"11:20:58 AM","2015","6/24/2015",-3.854,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frag.","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"fragment, carnivore"
"209","D17","26","0",0.4,3.864,17.84,-3.817,"Tooth","4","5","GK",NA,NA,NA,NA,NA,"yes","incisor",2015-06-24,"1:44:16 PM","2015","6/24/2015",-3.817,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"incisor","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"incisor"
"210","D17","27","0",0.14,3.855,17.845,-3.586,"Tooth","4","5","GK",NA,NA,NA,NA,NA,"yes","incisor",2015-06-24,"2:13:53 PM","2015","6/24/2015",-3.586,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"incisor","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"incisor"
"211","D17","28","0",0.06,3.028,17.862,-4.064,"Bone","4","5","DK",NA,NA,NA,NA,NA,"yes","third phalanx, cervid",2015-06-24,"2:40:32 PM","2015","6/24/2015",-4.064,"Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"third phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"third phalanx, cervid"
"212","D17","29","0",0.07,3.065,17.92,-4.05,"Bone","4","5","DK",0,70,NA,NA,NA,"yes","vertebrae column",2015-06-24,"2:42:03 PM","2015","6/24/2015",-4.05,"Bone","4","yes","complete","articulated","5",NA,"5","vertebra","axial",NA,NA,NA,NA,NA,"vertebrae column","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"vertebrae column"
"213","D17","30","0",0.26,3.478,17.746,-4.111,"Bone","4","5","GK",NA,NA,NA,NA,NA,"yes","bird bone",2015-06-24,"3:09:25 PM","2015","6/24/2015",-4.111,"Bone","4","yes","fragment","isolated","1",NA,"1","coracoid",NA,"proximal",NA,NA,NA,NA,"coracoid proximal part","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"214","D17","31","0",0.08,3.086,17.824,-4.063,"Bone","4","5","GK",NA,NA,NA,NA,NA,"yes","three articulated vertebrae",2015-06-24,"3:32:16 PM","2015","6/24/2015",-4.063,"Bone","4","yes","complete","articulated","3",NA,"3","vertebra","axial",NA,NA,NA,NA,NA,"three articulated vertebras","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"three articulated vertebrae"
"215","D17","32","0",0.12,3.157,17.821,-4.081,"Bone","4","5","GK",NA,NA,NA,NA,NA,"yes","scapula",2015-06-24,"3:33:31 PM","2015","6/24/2015",-4.081,"Bone","4","yes","complete","isolated","1",NA,"1","scapula","appendicular",NA,"I/II",NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"scapula"
"216","D17","35","0",0.22,3.182,17.88,-4.157,"Bone","4","6","GK",32,0,NA,NA,NA,"yes","antler fragment",2015-06-25,"10:18:54 AM","2015","6/25/2015",-4.157,"Bone","4","yes","fragment","isolated","1",NA,"1","antler","cranial","tine",NA,NA,NA,NA,"antler's tine","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"antler fragment"
